language = Spanish
locales = SP
fallback = Francais


# Spanish localization Salvoxea 
# Kubifaktorium.v11.7.2022


MainMenu.NewCampaign  = Nueva campaña
Objective.SettlerTaskGroup  =  Asignar comercio: $4 ($2/$3)
Objective.SettlerTaskGroup.Desc  =  Para que un colono realice transacciones de $4, selecciónelo y haga clic en #$7# $4. Alternativamente, puede administrar sus trabajos de colonos desde #Personas# la pantalla de administración de colonos.
Objective.SettlerWorkshop  =  Asignar comercio: $1 ($2/$3)
Objective.SettlerWorkshop.Desc  =  Para pedirle a un colono que trabaje en el $1, selecciónelo y haga clic en el $1 en la pestaña "dos puntos". Alternativamente, puede administrar sus trabajos de colonos desde #Personas# la pantalla de administración de colonos.
Objective.SetWorkshopInput  =  Conectar $8 $6 a $7 $5
Objective.SetWorkshopInput.Desc  =  Para vincular $6 a una zona de Almace_namiento  entrante, haga clic con el botón izquierdo en $6 y con el botón derecho en $5.
Objective.SetWorkshopOutput  =  Conectar $8 $6 a $7 $5
Objective.SetWorkshopOutput.Desc  =  Para vincular $5 a una zona de Almace_namiento  saliente, haga clic con el botón izquierdo en $5 y con el botón derecho en $6.
Objective.SetZoneColorActive  =  Habilite el acceso de $5 al área de $9.
Objective.SetZoneColorActive.Desc  =  Para otorgar acceso a un colono a un área, seleccione el colono y haga clic en el color del área deseado en la pestaña de información.
Objective.SetZoneColorInactive  =  Inhabilite el acceso de $5 al área $9.
Objective.SetZoneColorInactive.Desc  =  Para deshabilitar el acceso de un colono a un área, seleccione el colono y haga clic en el color del área deseado en la pestaña de información.
Objective.ShowHelpScreen  =  Haga clic en la bombilla en la parte superior derecha de esta pestaña para abrir la pantalla de ayuda.
Objective.ShowHelpScreen.Desc  =  La pantalla de ayuda proporciona algunas indicaciones visuales y consejos sobre lo que debe hacer para completar un objetivo.
Objective.ShowHelpTooltip  =  Ratón sobre un objetivo para mostrar ayuda adicional.
Objective.ShowHelpTooltip.Desc  =  Bien jugado. Los objetivos y muchos otros elementos de la interfaz de usuario brindan más información cuando pasas el mouse sobre ellos.
Objective.StockpileAcceptsOnlyType  = Haga que el área de Almace_namiento  sea de $5 y acepte solo $1.
Objective.StockpileAcceptsOnlyType.Desc  =  Para cambiar la mercancía aceptada por el almacen, selecciónela y haga clic en la mercancía en la pestaña de información.
Objective.StockpileAcceptsType  =  Haga que el área de Almace_namiento  sea de $5 y acepte $1.
Objective.StockpileAcceptsType.Desc  =  Para modificar las mercancías aceptadas por la zona de reservas, selecciónela y haga clic en las mercancías en la pestaña de información.
Objective.TrainSchedule  =  Agregar $5 a la ruta del tren
Objective.TrainSchedule.Desc  =  Para agregar una estación a la ruta de un tren, seleccione el tren y haga clic derecho en la estación que desea agregar. Al hacer clic de nuevo, se eliminará la estación.
Objective.UnloadAll  =  Descarga tu barco ($1 restante)
Objective.UnloadAll.Desc  =  Haga clic en su barco para ver las mercancías a bordo. Haz clic en un bien para ordenar a tus colonos que lo descarguen. Puede descargar varios productos a la vez manteniendo presionada la tecla Mayús o CTRL mientras hace clic. Alternativamente, puede presionar el botón de descarga para descargar todo a la vez.
Objective.UseDebugRemove  =  Quitar un objeto.
Objective.UseDebugRemove.Desc  =  Puedes eliminar cualquier objeto, edificio o elemento del juego usando la herramienta de eliminación estándar mientras mantienes presionada la tecla Alt. [Requiere Modo Depuración]
Objective.UseDebugSpawn  =  Generar un objeto.
Objective.UseDebugSpawn.Desc  =  Puedes generar cualquier objeto, edificio o artículo en el juego usando el menú depuración. Presione F8 para abrirlo. [Requiere Modo Depuración]
Objective.UseRevealMap  =  Revela el mapa.
Objective.UseRevealMap.Desc  =  Puede eliminar la niebla de guerra y revelar el mapa presionando F7. [Requiere Modo Depuración]
Objective.ZoomCamera  =  Zoom con la rueda del ratón.
Objective.ZoomCamera.Desc  =  Mueva la rueda del mouse para acercar y alejar la imagen con la cámara.
ObjectiveGroup.Camera  = Cámara
ObjectiveGroup.Controls  =  Controles básicos
ObjectiveGroup.Debug  =  Modo depuración
ObjectiveGroup.Expand  =  Expande tu territorio
ObjectiveGroup.Help  =  Sistema de ayuda
ObjectiveGroup.LoadShip  =  Lograr los objetivos de producción
ObjectiveGroup.MineResources  =  Explotar recursos
ObjectiveGroup.Recruit  =  Reclutar
ObjectiveGroup.RescueSettlers  =  Rescatar a los colonos
ObjectiveGroup.SetupFarm  =  Establecer una Cultivo
ObjectiveGroup.SetupWell  =  Instalar un pozo
ObjectiveGroup.UnloadShip  =  Descargar el barco
ObjectType.AutoKiln  =  Horno automático
ObjectType.AutoKiln.Desc  =  Es prudente no acercarse demasiado. Este horno puede alcanzar temperaturas muy altas.
ObjectType.AutoSmelter  =  Fundición Automática
ObjectType.AutoSmelter.Desc  =  Una máquina avanzada utilizada para minería metalúrgica.
ObjectType.BackerRaft  =  Balsa de apoyo
ObjectType.BackerRaft.Desc  =  Trae un artículo dado por otro jugador.
ObjectType.Bakery  =  Panadería
ObjectType.Bakery.Desc  =  Nada es más reconfortante que el olor a pan caliente.
ObjectType.Barn  =  Granero
ObjectType.Barn.Desc  =  Un lugar para que tus mascotas descansen.
ObjectType.BasicWorkplace  =  Mesa de Trabajo
ObjectType.BasicWorkplace.Desc  =  Un lugar encantador con ruidos ensordecedores y un ligero olor a sudor, para construir lo básico
ObjectType.BeachRock  =  Pequeños guijarros
ObjectType.BeachRock.Desc  =  Puede tener un pequeño cangrejo debajo.
ObjectType.Beer  =  Cerveza
ObjectType.Beer.Desc  =  La boca de un hombre plenamente feliz se llena de cerveza (antiguo refrán egipcio).
ObjectType.Boat  =  Barco
ObjectType.Boat.Desc  =  Este barco es todo lo que los colonos han traido en su isla natal.
ObjectType.Bonfire  =  Hoguera
ObjectType.Bonfire.Desc  =  Construye Hoguera para expandir tu territorio y definir zonas.
ObjectType.Bread  = Pan de molde
ObjectType.Bread.Desc  =  El aspecto de un trozo de pan depende de si tienes hambre o no.
ObjectType.Brewery  =  Cervecería
ObjectType.Brewery.Desc  =  ¡Qué ritmo frenético aquí, brilla por todos lados!
ObjectType.Brick  =  Ladrillo
ObjectType.Brick.Desc  =  Un edificio comienza donde se colocan dos ladrillos juntos.
ObjectType.Bush  =  Arbusto
ObjectType.Bush.Desc  =  Sencillo y lindo.
ObjectType.BushBerries  =  Fresas
ObjectType.BushBerries.Desc  =  Las fresas tienen sus semillas fuera de la fruta, pero en cambio se propagan mediante estolones.
ObjectType.CargoShip  =  Buque de carga
ObjectType.CargoShip.Desc  =  Un tipo de barco relativamente pesado, diseñado especialmente para el transporte de mercancías voluminosas.
ObjectType.Centrifuge  =  Centrifugadora
ObjectType.Centrifuge.Desc  =  Esta máquina utiliza la fuerza centrífuga para separar los diferentes constituyentes entre sí.
ObjectType.Charcoal  =  Carbón
ObjectType.Charcoal.Desc  =  El carbón vegetal se crea a través de un proceso llamado pirólisis, que significa "descomposición por fuego" en griego.
ObjectType.Clay  =  Arcilla
ObjectType.Clay.Desc  =  La arcilla es uno de los materiales de construcción más antiguos de la tierra.
ObjectType.ClayQuarry  =  Cantera de arcilla
ObjectType.ClayQuarry.Desc  =   Cantera de arcilla proporciona automáticamente un suministro infinito de arcilla.
ObjectType.ClayVein  =  Ladrillo de Arcilla
ObjectType.ClayVein.Desc  =  La arcilla se puede convertir en ladrillos, que se utilizan para construir la mayoría de los edificios.
ObjectType.Column  =  Columna
ObjectType.Column.Desc  =  Restos elegantes de una época lejana.
ObjectType.ConstructionBlock  =  Bloque de construcción
ObjectType.ConstructionBlock.Desc  =  Su forma ingeniosa lo hace sólido y rentable.
ObjectType.ConveyorBeltHigh  =  Cinta transportadora (arriba)
ObjectType.ConveyorBeltHigh.Desc  =  Las cintas transportadoras se utilizan para transportar mercancías por el pueblo.
ObjectType.ConveyorBeltParts  =  Partes de la cinta transportadora
ObjectType.ConveyorBeltParts.Desc  =  Las piezas de la cinta transportadora se utilizan para construir cintas transportadoras.
ObjectType.ConveyorBeltRampDown  =  Cinta transportadora (rampa)
ObjectType.ConveyorBeltRampDown.Desc  =  Las cintas transportadoras se utilizan para transportar mercancías por el pueblo.
ObjectType.ConveyorBeltRampUp  =  Cinta transportadora (rampa)
ObjectType.ConveyorBeltRampUp.Desc  =  Las cintas transportadoras se utilizan para transportar mercancías por el pueblo.
ObjectType.ConveyorBeltStraight  =  Cinta transportadora (abajo)
ObjectType.ConveyorBeltStraight.Desc  =  Las cintas transportadoras se utilizan para transportar mercancías por el pueblo.
ObjectType.ConveyorDistributor  =  Alfombrilla dispensadora
ObjectType.ConveyorDistributor.Desc  =  Divide uniformemente los elementos de las alfombras entrantes en una o más alfombras salientes.
ObjectType.ConveyorDistributorHigh  =  Alfombrilla dispensadora
ObjectType.ConveyorDistributorHigh.Desc  =  Divide uniformemente los elementos de las alfombras entrantes en una o más alfombras salientes.
ObjectType.Copper  = Cobre
ObjectType.Copper.Desc  =  Cobre crudo. Es difícil reconocerlo sin su brillo naranja habitual.
ObjectType.CopperBlock  =  Lingote de cobre
ObjectType.CopperBlock.Desc  =  Un Lingote de cobre intacto y particularmente brillante.
ObjectType.CorniTree  =  Pino
ObjectType.CorniTree.Desc  =  Una conífera resinosa con hojas perennes en forma de aguja.
ObjectType.Cow  =  Vaca
ObjectType.Cow.Desc  =  Los rumiantes tienen varios estómagos que les permiten digerir bien las plantas.
ObjectType.CrushedCopper  =  Cobre triturado
ObjectType.CrushedCopper.Desc  =  Se puede fundir en Lingotes de cobre.
ObjectType.CrushedCopperMix  =  Roca de cobre
ObjectType.CrushedCopperMix.Desc  =  Se puede separar en cobre triturado y rocas.
ObjectType.CrushedIron  =  Hierro triturado
ObjectType.CrushedIron.Desc  =  Se puede fundir en Lingotes de hierro.
ObjectType.CrushedIronMix  =  Roca de hierro
ObjectType.CrushedIronMix.Desc  =  Se puede separar en hierro triturado y rocas.
ObjectType.CrushedRock  =  Escombros
ObjectType.CrushedRock.Desc  =  Un subproducto de la molienda de mineral sin valor.
ObjectType.CrystalCore  =  Corazon de cristal
ObjectType.CrystalCore.Desc  =  Corazon de cristal.
ObjectType.Dark_Mountain  =  Montaña de ceniza
ObjectType.Dark_Mountain.Desc  =  Esta enorme roca está hecha de ceniza que se ha consolidado durante varios milenios.
ObjectType.DarkGeode  =  Geoda oscura
ObjectType.DarkGeode.Desc  =  El brillo que emana de esta antigua amalgama es bastante cautivador.
ObjectType.DarkRock  =  Roca de ceniza
ObjectType.DarkRock.Desc  =  Una acumulación de magma, piedras, cenizas y óxidos de hierro.
ObjectType.DarkRuins  =  Ruinas antiguas
ObjectType.DarkRuins.Desc  =  Estos arreglos complejos podrían ser los restos de lo que fue un pueblo en el pasado.
ObjectType.DarkTemple  =  Templo antiguo
ObjectType.DarkTemple.Desc  =  Estos templos todavía están allí hoy, perpetuando el honor de las deidades olvidadas.
ObjectType.DecoBranches  =  Ramas 
ObjectType.DecoBranches.Desc  =  A medida que se descomponen, ayudan a nutrir el suelo y crean humus.
ObjectType.DecoBush  =  Arbusto ornamental
ObjectType.DecoBush.Desc  =  No muy emocionante, pero divertido de ver.
ObjectType.DecoDarkRock  =  Pequeños guijarros
ObjectType.DecoDarkRock.Desc  =  Su color rojizo se debe a los óxidos de hierro presentes que los constituyen.
ObjectType.DecoFern  =  Helecho
ObjectType.DecoFern.Desc  =  Los helechos no producen flores ni semillas, tienen esporas debajo de sus hojas.
ObjectType.DecoRocks  =  Pequeños guijarros
ObjectType.DecoRocks.Desc  =  ¡Ten cuidado de no tropezar!
ObjectType.DecoSeaShells  =  Conchas marinas
ObjectType.DecoSeaShells.Desc  =  Las conchas marinas son tan intrincadas que uno puede perder fácilmente la noción del tiempo con solo mirarlas.
ObjectType.DecoShrine  =  Lámpara toro
ObjectType.DecoShrine.Desc  =  Este pequeño farol de piedra aporta luz y confort a la noche.
ObjectType.DecoSwampBranches  =  Ramas mojadas 
ObjectType.DecoSwampBranches.Desc  =  Ramas mojadas y quebradizas.
ObjectType.Depot5x5  =  deposito 5x5
ObjectType.Depot5x5.Desc  = Los almacenes automatizados se pueden utilizar para almacenar y distribuir mercancías.
ObjectType.DepotEntry  =  Entrada de deposito
ObjectType.DepotEntry.Desc  =  Constrúyelo dentro del Almacén. Los artículos depositados en la parte superior se llevarán al Almacén.
ObjectType.DepotExit  =  Salida de Almacén
ObjectType.DepotExit.Desc  =  Constrúyelo dentro del Almacén. Los artículos del interior del Almacén se traerán aquí.
ObjectType.Desert_Mountain  =  Montaña de arena
ObjectType.Desert_Mountain.Desc  =  Es sorprendente que esta montaña aún no se haya derrumbado.
ObjectType.DesertPillars  =  Pilar destruido
ObjectType.DesertPillars.Desc  =  Es de suponer que era parte de una estructura más grande.
ObjectType.DesertTorch  =  Antorcha
ObjectType.DesertTorch.Desc  =  Esta antorcha es muy antigua pero su luz todavía brilla hoy.
ObjectType.DesertTreeStump  =  Tocón de palma
ObjectType.DesertTreeStump.Desc  =  Tocón de palma
ObjectType.EnemyBonfire  =  Hoguera enemiga
ObjectType.EnemyBonfire.Desc  =  Destruye esta Hoguera para conseguir el territorio.
ObjectType.Farm5x5  =  Cultivo automático
ObjectType.Farm5x5.Desc  =  Qué espectáculo tan cautivador ver crecer las plantas.
ObjectType.FilterInserter  =  Insertador de filtro
ObjectType.FilterInserter.Desc  =  Los insertadores mueven elementos seleccionados entre cintas transportadoras, Almacenes y otros.
ObjectType.Firefly  =  Luciérnaga
ObjectType.Firefly.Desc  =  ¡Qué resplandor! ¿Cuántos lúmenes produce?
ObjectType.Flower  =  Flores silvestres
ObjectType.Flower.Desc  =  Esta flor silvestre parece ser Centaurea cyanus, comúnmente conocida como aciano.
ObjectType.FlowerPot  =  Maceta
ObjectType.FlowerPot.Desc  =  Contemplar estas delicadas campanillas es muy relajante.
ObjectType.Foundation_Dark_Lowland  =  Cimientos (Oscuro)
ObjectType.Foundation_Dark_Lowland.Desc  =  Construya esta base en suelo oscuro para permitir la construcción de edificios.
ObjectType.Foundation_Desert_SandHigh  =  Cimientos (Arena)
ObjectType.Gold  =  Oro
ObjectType.Gold.Desc  =  Oro o aureum en latín, en su forma natural. Es muy codiciado, ¡así que date prisa!
ObjectType.GoldBlock  =  Lingote de oro
ObjectType.GoldBlock.Desc  =  Tan brillante que te derrite con solo mirarlo. Se puede exportar para obtener grandes ganancias.
